Phrase,Target
complex analytical concepts people fields data scientist quantumblack vietnam,0
many recommendations clients,0
responsibility partner clients,0
’ offices,0
deliver presentations,0
gather information share,0
contribute cross-functional problem-solving sessions team deliver presentations colleagues client translate business problems,0
clients users problems,0
code advance,0
internal data science toolbox,0
real-world impact,0
academic expertise,0
write papers,0
present meetings conferences,0
part r,0
video r,0
quantumblack,0
attend conferences nips,0
opportunity share,0
learn co-workers,0
advanced data science teams,0
continuous development progression –,0
extensive choice training sessions,0
international conference,0
personal mentorship system,0
multiple career paths,0
geographic locations,0
global community – learn colleagues,0
meet-ups,0
quantumblack ho chi,0
interdisciplinary projects,0
maths,0
stats machine,0
derive structure knowledge,0
various industry sectors,0
collaborative individual,0
search ways,0
iterative change,0
new approaches,0
tech stack advocate,0
tutorial video,0
technologies docker kubernetes,0
kalapa.,0
jsc fintech company,0
financial technology solutions,0
experience vietnam,0
field,0
big data governance machine learning development,0
financial institutions,0
many big partners,0
vpbank,0
vietbank,0
fecredit,0
easycredit mcredit,0
anti-fraud/spoofing transparency information authentication shorten loan appraisal time,0
bad debt ratio,0
operating costs job description create,0
developer role,0
architecture data modeling,0
data structures governance,0
platforms concepts,0
team-oriented environment,0
high level attention detail,0
strong work,0
ethic make-it-happen attitude,0
ability work communicate,0
strong organizational multitasking skills ability balance,0
high kpi bonus,0
commissions,0
commensurate capacity,0
clear kpi,0
quarterly bonus % salary,0
business report,0
unlimited weekly hot bonuses,0
young people market,0
comfortable start-up environment,0
play,0
hard enjoy,0
special welfare benefits addition benefits labor law,0
lunch supper,0
internal contest update knowledge,0
team-building fun,0
high-configurable computer,0
work needs,0
full utilities,0
every day work,0
happy day,0
lot knowledge,0
building machine learning models,0
core expertise,0
recommender systems,0
financial services,0
feature engineering,0
model performance,0
prepare process data,0
good understanding ab,0
meticulous attention detail dedication quality,0
technical non-technical topics,0
production,0
experimentation,0
deployment production pipelines,0
various machine,0
algorithms pros cons,0
builder,0
extra mile bring prototypes production,0
strong product ownership,0
high responsibility,0
strong collaboration skills,0
exceptional senior data scientist,0
leverage data understand customers,0
senior data scientist,0
cross-functional team members,0
high-impact insights,0
variety core business areas,0
implement validate cutting-edge algorithms,0
analyze diverse sources data,0
provide guidance junior data scienists team,0
available data,0
potential problems,0
company business,0
different projects,0
implement machine,0
solutions address project ’ problems,0
provide guidance,0
junior data scientists team,0
mandatory skills experience requirements,0
experience field,0
knowledge statistical predictive modeling concepts,0
machine learning approaches,0
classification techniques,0
recommendation optimization algorithms,0
familiar popular libraries,0
popular deep learning frameworks,0
keras.io,0
familiar aws ecosystem,0
s3,0
google big query,0
database systems mysql,0
aws postgres,0
optional requirements master phd,0
related quantitative discipline,0
familiar big data,0
stream data experience,0
recommendation engine,0
object detection,0
image classification,0
text classification,0
zalora engineering zalora,0
south east asia,0
vietnam serve millions users,0
hong kong,0
taiwan,0
regional diversity presents,0
interesting challenges colleagues,0
challenges,0
ho chi minh office,0
ton dan,0
d4,0
zalora group,0
engineering sets,0
high standard software development field e-commerce,0
tech stack powers,0
stellar shopping experience,0
online shop,0
mobile apps zalora,0
complex logistics solutions,0
story zalora asia ’,0
online fashion,0
lifestyle destination,0
region ’ pioneer,0
large-scale ecommerce platforms,0
strong presence,0
brunei,0
kong,0
visits,0
accept resumes,0
third parties,0
potential candidates position,0
agreement,0
third party candidate referrals,0
forfeit rights,0
placement fees,0
referral fees event candidate,0
employed zalora,0
senior technical recruiter zalora group job poster location ho chi,0
việc job holder,0
responsible use data mining,0
/ deep learning,0
derive actionable insights,0
detect fraudulent activities,0
generate,0
value-added services,0
head business,0
large customer,0
transactional datasets- analytics building machine,0
/ deep learning models customer acquisition,0
lead generation,0
recommendation systems,0
credit scoring,0
smartnet ’,0
’ 3rd-party sources,0
/ deep learning models,0
decisions- communicating data analytics science results departments company,0
cầyou công,0
engineering- good understanding data mining / machine,0
/ deep learning techniques,0
pca,0
svm,0
rnn,0
lstm.- good understanding probability,0
statistics- proficiency,0
database query,0
sql- good knowledge data,0
algorithms- experience python libraries,0
keras- experience,0
đoàn văn bơ,0
phường,0
hồ chí minh,0
diag,0
insightful data power systems solutions,0
experienced data scientists,0
ideal team member,0
mathematical statistical expertise,0
natural curiosity,0
creative mind,0
easy find,0
interpret,0
clean data,0
ask questions,0
connect dots,0
uncover opportunities,0
hidden ultimate goal,0
full potential,0
bring,0
variety data mining methods tools,0
evolution,0
analytical data-driven culture,0
use case roadmap problem area capability business,0
frame business problem data science modelling problem,0
drive optimization improvement products,0
work data strategist,0
new datasets,0
leveraged product capabilities,0
engineering team strategies,0
development data products,0
enhance data collection procedures,0
relevant building,0
analytic systems,0
cleansing,0
integrity data,0
undertake preprocessing,0
data exploration,0
relationships patterns,0
data visualisation represent,0
able demonstrate relationships,0
state-of-the-art methods,0
features,0
algorithmic inferential aspects,0
research develop intuition problems,0
state practice,0
pipelines production environment,0
execute plan,0
continuous iteration,0
new model,0
inputs design,0
quality assurance parameters,0
implementation model,0
online environment,0
inputs determine infra requirements,0
infra management model deployment,0
behaviour production environment,0
communication model impact,0
bachelor ’ s/master ’,0
good applied statistics skills distributions,0
excellent understanding machine,0
naive bayes,0
decision forests,0
real-world advantages drawbacks,0
deep learning techniques,0
common data science toolkits r,0
experience data visualisation tools d3.js,0
hbase welcome,0
healthcare industry,0
building software,0
